Heather Delgado,leonautumn@bowen.com,"96225 Manning Park Apt. 091
Port Marktown, MI 33778",Kyrgyz Republic,North Janet,68593,639-14-9758,Tour manager,Johnson Inc,"15787 Davis Hill
South Chadstad, HI 32492",Maldives,East Meganstad,67701,1979-03-11 10:13:12,529-835-0963x132,"('LYD', 'Libyan dinar')",9.615384615384615
Alexis Perkins,higginscheryl@hotmail.com,"047 Rogers Tunnel Suite 024
Port Bryanside, OH 77309",Gibraltar,Johnsonshire,62133,671-81-5609,"Development worker, international aid",Wagner PLC,"4458 Gordon Wells Apt. 560
West Elizabeth, MA 82061",Tunisia,Lake Stephaniemouth,94701,1974-02-03 07:58:44,177-048-4591,"('CZK', 'Czech koruna')",10.869565217391305
Martin Allen,larry92@blair.org,"2907 Helen Estates Suite 325
East Rebecca, OK 82602",Tanzania,Paulachester,23721,546-52-1852,Commercial/residential surveyor,Hurley and Sons,"77371 Michael Motorway Apt. 569
East Garyshire, NM 11810",Saint Martin,East Biancastad,53939,1976-02-04 14:20:45,684.230.6911x088,"('MYR', 'Malaysian ringgit')",6.578947368421052
David Wong,pmclaughlin@zamora.com,"3015 Jacob Flats
Andrewland, TX 20711",Cayman Islands,Clarkborough,17128,643-42-0462,"Editor, magazine features","Reynolds, Jackson and Smith","4947 Kayla Locks
East Alyssa, CT 88425",Latvia,East Matthewfurt,30229,1986-06-30 04:35:00,753-335-2274x1524,"('KPW', 'North Korean won')",7.575757575757576
William Gibson,dawnfowler@cervantes.com,"662 Gross Mount
Johnhaven, MO 26045",Monaco,New Tonyamouth,52003,164-29-6525,IT sales professional,Aguilar Ltd,"459 Mccullough Mount Apt. 649
South Theresa, LA 58034",Luxembourg,Port George,95487,2015-02-12 13:22:55,+1-527-873-4916x9198,"('JPY', 'Japanese yen')",5.9523809523809526
Andrea Juarez,crystalschwartz@hotmail.com,"Unit 6612 Box 6562
DPO AP 91201",Mauritius,Jenningsville,70973,232-35-8688,Probation officer,Silva-Rice,"110 Hancock Path
Alexandraland, NV 87385",Czech Republic,East Kristina,95900,1993-06-05 19:49:29,(616)027-2671,"('PLN', 'Polish zloty')",11.11111111111111
Christina Allen,campbellbrittany@gmail.com,"365 Megan Island
West Thomas, OK 40405",Haiti,West Sherry,50802,410-65-9025,Printmaker,Huerta Ltd,"92248 Miranda Fields Suite 401
East Tony, ND 25287",France,Leeside,88815,1982-11-10 19:52:13,0799422635,"('HNL', 'Honduran lempira')",19.23076923076923
Christina Sandoval,bellelizabeth@yahoo.com,"63313 Jensen Ramp Apt. 503
Ericbury, ND 37272",Madagascar,Bradshawton,17789,080-48-2383,Housing manager/officer,"White, Lewis and Caldwell","USNV Coleman
FPO AE 51961",Qatar,Kellyport,24034,2003-12-28 20:27:30,(133)909-1204x65963,"('JOD', 'Jordanian dinar')",6.410256410256411
Tiffany Garcia,paul74@yahoo.com,"10446 Lisa Orchard Suite 212
New Stacy, IA 17450",Mozambique,Mcdanielville,72719,841-91-2100,Private music teacher,Thomas Ltd,"6459 Jenkins Streets
East Phillip, OR 51351",Sri Lanka,Port Jeanettemouth,78788,1994-12-30 16:45:46,001-593-805-3147x01155,"('MXN', 'Mexican peso')",5.05050505050505
Jennifer Carr,amandaburns@ferguson-jones.biz,"98973 Wilson Cove Apt. 364
Lake Jeffreybury, NY 95152",Malaysia,Port Bettyfurt,81681,154-32-5036,Optometrist,Lynch Group,"82243 Alexandra Village
Jeremyport, CA 88013",El Salvador,Judyborough,93518,2011-02-12 02:28:32,8972246969,"('COP', 'Colombian peso')",6.756756756756757
Rachel Elliott,woodnicole@maddox.org,"93853 James Extension
New Aprilfort, LA 54230",Burundi,New Erik,94465,618-50-0406,Software engineer,"Cook, Evans and Mills","USNV Taylor
FPO AA 94023",Malawi,North Michael,75232,1974-09-12 16:41:54,001-971-815-5431x2569,"('TOP', 'Tongan paʻanga')",20.833333333333332
Teresa Petersen,jsimmons@yahoo.com,"65462 Luna Well Suite 219
East Tamaraburgh, AZ 09153",Austria,Kellyville,91048,195-89-9674,Secretary/administrator,"Jacobs, Perez and Duran","637 Steven Bridge
Lake Brianburgh, FL 39518",Nepal,Timothyborough,88616,2000-11-17 23:03:49,191-868-8226,"('BHD', 'Bahraini dinar')",13.157894736842104
April Barnes,warrenjoshua@yahoo.com,"2976 Sean Streets Apt. 481
Lake Alexanderberg, DC 28798",Gibraltar,North Rubenview,98580,526-35-7212,Ship broker,"Willis, Robles and Anderson","5497 Julian Lock
New Matthew, OH 49622",Solomon Islands,East Jacob,47002,1996-03-30 05:51:09,001-642-647-9245,"('JMD', 'Jamaican dollar')",7.575757575757576
Morgan Harris,qcook@gmail.com,"58046 Thompson Glen
Orrmouth, CT 81152",Peru,Yangshire,97701,289-14-7869,International aid/development worker,Marshall LLC,"016 Andrew Ferry
Averyfort, AK 08355",Vietnam,Lake Linda,04490,1975-07-25 15:33:34,659.945.7057,"('CHF', 'Swiss franc')",9.803921568627452
Patricia Martin,bernardchris@acevedo.info,"71784 Amber Wells Apt. 345
Ryanberg, CA 88493",Saint Vincent and the Grenadines,South Robert,78263,821-18-2213,Medical technical officer,Cox-Marquez,"680 Jeffery Prairie
New Johnton, AK 57601",Libyan Arab Jamahiriya,Lake Charlesmouth,60475,2003-11-02 12:03:22,(488)912-4602x38447,"('BDT', 'Bangladeshi taka')",5.681818181818182
Joseph Kelly,joseph03@yahoo.com,"8331 Emily Forks Apt. 831
Carpenterbury, ID 02563",Djibouti,South Kimberly,37936,738-18-3538,Recycling officer,"Johnson, Pineda and Graves","3789 Fowler Gateway Suite 899
Michaelburgh, NC 39884",Bulgaria,North Stephaniefurt,74843,2013-01-09 19:46:39,046-169-1273x66280,"('HRK', 'Croatian kuna')",7.042253521126761
Mr. Mark Patton,crystal04@johnson-moore.com,"0729 Albert Mount
West Vincent, MN 24281",British Virgin Islands,Jennaton,49649,300-84-0508,Corporate investment banker,Harding Inc,"28761 Kidd Mountain Apt. 550
Port Patriciaview, AZ 10374",Fiji,North Natalieton,92440,1978-05-07 11:03:40,(566)960-0058,"('CVE', 'Cape Verdean escudo')",100.0
Eric Mcdonald,alewis@hotmail.com,"99699 Keith Brooks
Port Stanley, ME 20117",Kuwait,North Joseph,50094,576-18-4503,"Therapist, occupational",Cross PLC,"4977 Hood Square
Cynthiahaven, KY 54531",Pakistan,South Christina,18568,1979-10-19 22:35:39,820.823.3107,"('SHP', 'Saint Helena pound')",11.363636363636363
Amber Graham,isaac02@gmail.com,"81843 Lee Locks
Mezastad, ID 40916",Algeria,Bairdmouth,82834,039-67-2561,Biomedical engineer,"Torres, Ayers and Morris","849 Brian Isle Apt. 472
Lake Laurentown, IL 41663",Mayotte,Monroeville,93467,2009-05-02 11:13:32,001-817-237-9378,"('MYR', 'Malaysian ringgit')",5.2631578947368425
Stephanie Jones,pgarza@gmail.com,"3439 Hamilton Common Apt. 414
Lake Julie, AR 14651",Gabon,South Donnafort,27665,302-10-1584,Food technologist,Gomez-Nielsen,"126 Brandon Spring
Port Victoriaburgh, WI 78431",Morocco,East James,85306,1994-11-17 07:06:42,(227)549-9798x9552,"('GHS', 'Ghanaian cedi')",7.142857142857143
Darlene Hammond,harrislori@gmail.com,"647 Hubbard Path Apt. 536
Janemouth, AR 16840",Seychelles,Lake Frankbury,54669,523-49-3091,Health service manager,Sandoval LLC,"30054 Wilson Shore
Huntermouth, WY 03002",Israel,North Ronald,57687,1971-10-27 07:12:49,+1-610-444-6971x125,"('KPW', 'North Korean won')",55.55555555555556
Jonathan White,huynhrobert@hotmail.com,"Unit 8413 Box 0348
DPO AE 79729",Hong Kong,Reginaldton,93026,772-28-3480,Public librarian,House-Alvarez,"USNS Phillips
FPO AP 10399",Timor-Leste,Tammyport,42009,2001-01-22 18:43:24,472.124.5096,"('UZS', 'Uzbekistani soʻm')",35.714285714285715
Jenna Arnold,michaelwest@yahoo.com,"19696 Ramirez Plaza
Ryanburgh, AZ 82325",Tokelau,West Steveburgh,08521,391-18-6323,Industrial buyer,"Malone, Carroll and Yoder","8598 David Points Apt. 277
East Mario, NY 20132",San Marino,Ruizhaven,15004,1995-09-19 22:32:17,167-488-5292x998,"('DJF', 'Djiboutian franc')",55.55555555555556
William Rivers MD,leonardtammy@copeland.com,"233 Morgan Route Suite 876
Christopherfurt, CT 73200",Sweden,North Scott,40056,295-11-4188,Orthoptist,"Weaver, Herman and Wood","072 Timothy Lights
Reidhaven, TN 27335",San Marino,Jacksonburgh,48137,1979-04-23 23:37:37,(346)777-6034x117,"('SLL', 'Sierra Leonean leone')",6.666666666666667
Marc Ferguson,waltondavid@gmail.com,"00987 James Field
Port Robinbury, KY 72653",Guyana,New Christineland,91947,809-04-6400,Meteorologist,Gomez Inc,"993 Garcia Throughway Apt. 167
Lake Shannon, NE 31436",Korea,Port Danielshire,03306,1997-08-22 03:15:29,419.747.2222x06186,"('WST', 'Samoan tālā')",5.2631578947368425
Meredith Thomas,christopher81@blankenship-davis.com,"42069 Melissa Ports Apt. 165
Lake Peterport, KS 20406",Jamaica,Leehaven,51240,159-07-5270,"Therapist, occupational","Moore, Abbott and Duncan","622 Colton Crossing Apt. 716
New Christophermouth, SC 24041",Afghanistan,North Shellyhaven,58178,2012-05-22 21:20:09,151-256-9266,"('AMD', 'Armenian dram')",35.714285714285715
Lisa Mitchell,kingbrett@duran.biz,"USCGC Baldwin
FPO AP 35511",Pitcairn Islands,Gonzalezmouth,32312,001-42-3422,Emergency planning/management officer,Ortiz Ltd,"4767 Johnson Estate
South Richardborough, AR 95282",Kuwait,Lake Stephenberg,18801,1981-06-08 07:23:32,774-287-7302,"('KGS', 'Kyrgyzstani som')",45.45454545454545
Lori Turner,kbrown@austin-banks.com,"1291 Crawford Lock
Port Lisa, TN 84533",Portugal,Barnesmouth,31631,120-39-5021,Ecologist,Collins LLC,"065 Tony Court Apt. 520
Millerfurt, NC 27625",Trinidad and Tobago,West Nathanielton,91368,1997-10-06 01:24:05,+1-836-522-1201,"('BZD', 'Belize dollar')",33.333333333333336
Matthew Diaz,hcastro@greene.com,"9925 Lewis Course
West Kathleen, ME 18155",British Virgin Islands,Calvinville,27592,834-67-5849,Geoscientist,"Bailey, Barry and Newman","848 Vaughn Ramp
North Joyceshire, MA 00873",Heard Island and McDonald Islands,South Crystalstad,24752,1993-02-06 05:02:07,(449)398-1745x1131,"('CHF', 'Swiss franc')",23.80952380952381
Renee Acosta,thompsonbryan@gmail.com,"2350 Tami Mount Suite 264
Tammyborough, OR 02262",Mali,Joseborough,47359,231-46-4761,"Teacher, primary school","Hood, Roberts and Mckay","USNS Bennett
FPO AP 74751",Ethiopia,Ryanport,60452,1974-07-08 13:57:15,522-750-0514,"('CVE', 'Cape Verdean escudo')",5.319148936170213
Christopher Aguirre,clowe@sullivan-clark.com,"1998 Rachel Mountains Suite 641
East Travis, MT 91355",Germany,Hunterberg,64290,570-30-0643,Museum/gallery curator,Caldwell Ltd,"729 Jennifer Village
Mollyville, MN 46708",Greenland,Hendricksshire,75265,2003-11-01 10:55:17,+1-638-140-4164x72879,"('XOF', 'West African CFA franc')",10.869565217391305
Jonathan Brown,nancyrobinson@stewart.com,"Unit 8392 Box 9291
DPO AP 95866",Palestinian Territory,Jenniferstad,98035,758-97-9615,Barrister's clerk,"Hopkins, Perez and Velasquez","USCGC Martinez
FPO AA 35088",Turkmenistan,Skinnerville,43988,1985-08-23 18:12:36,001-045-992-2291x459,"('BAM', 'Bosnia and Herzegovina convertible mark')",5.681818181818182
Katherine Walker,cunninghamvincent@hotmail.com,"54540 William Curve
Lake Eric, PA 87989",Tanzania,Lake Michelle,49588,622-52-3261,Computer games developer,Silva Group,"218 Eugene Terrace Suite 606
New Jasmineton, AL 35880",Barbados,New Lisa,40449,2007-09-07 09:55:26,163-061-9524,"('TRY', 'Turkish lira')",6.666666666666667
Theresa Church,diana31@vasquez-burton.org,"45149 Brandon Fort
Clarkside, IN 27066",Kenya,Clarkfort,21298,465-54-8604,Actuary,"Weaver, Bowman and Benson","54226 Lucas Wall
New Abigailton, IN 50120",Saint Helena,North Charlesville,05567,1987-11-16 01:52:02,295.150.5568,"('NZD', 'New Zealand dollar')",5.05050505050505
Toni Hampton,jonespeter@hotmail.com,"447 Jose Shoals Suite 962
Heathertown, KY 46574",Madagascar,North Meghan,09948,630-17-2733,Broadcast journalist,Collins-Ramirez,"9696 Freeman Circles Apt. 017
Port Katherinemouth, NV 93721",Italy,Mcmahonland,03563,1986-11-11 17:17:51,001-213-588-9694x2752,"('TOP', 'Tongan paʻanga')",5.4945054945054945
Jennifer Sanchez,bailey11@yahoo.com,"7270 Daniel Junction Suite 000
East Christopher, AK 80886",Lao People's Democratic Republic,South Scottside,66608,266-79-7294,"Journalist, magazine",Sanchez and Sons,"39507 Richard Forge Suite 497
Gillbury, HI 97603",Cyprus,Townsendview,76123,2001-11-28 15:38:00,(265)434-9193,"('BND', 'Brunei dollar')",17.24137931034483
Christopher Montes,wilsonhailey@hotmail.com,"748 Sellers Cape
New George, NC 65553",Germany,Sandovalton,82347,477-18-7244,"Designer, ceramics/pottery",Reese-Young,"8228 Amy Forks Suite 362
West Monica, ID 51635",Saint Lucia,East Mistymouth,32841,2010-04-18 04:53:00,(147)467-4251x87216,"('PAB', 'Panamanian balboa')",5.882352941176471
Amy Fox,annmendez@gmail.com,"810 Jeffrey Pines Apt. 604
New Michael, MD 55741",Gabon,New Brettborough,17361,459-05-1873,"Embryologist, clinical",Hill PLC,"195 Lopez Glen
East Carlview, OK 93074",Liberia,New Rhonda,93801,2008-05-22 21:45:28,7862138240,"('PYG', 'Paraguayan guarani')",18.51851851851852
Daniel Garcia,fgarcia@lee.info,"9879 Scott Meadow Apt. 882
Elizabethton, CT 36982",Paraguay,Fordmouth,43008,703-66-1765,Estate agent,Lewis Inc,"910 Alexander Falls Suite 658
Ebonychester, ID 62286",Liberia,South Juan,42784,1991-07-23 15:10:19,+1-078-866-4017x11471,"('TJS', 'Tajikistani somoni')",23.80952380952381
Lisa Adams,hoffmanzachary@gmail.com,"96726 Larsen Walks
North Nathanielshire, WA 56894",Denmark,Beanfort,21752,554-17-4811,"Engineer, communications","Collins, Salas and Bean","64036 Rachel Centers
East Pamelaburgh, VT 89906",Gambia,Davidland,70106,2001-01-26 18:03:25,(970)242-5201,"('MYR', 'Malaysian ringgit')",7.6923076923076925
Mr. Aaron Carter,tmontoya@black.info,"054 Jamie Station Apt. 320
Nealfort, MT 32705",Cocos (Keeling) Islands,Williamsville,13753,730-74-5201,"Radiographer, diagnostic",Taylor Inc,"734 Gordon Ferry Suite 585
Port Cheryl, CT 11021",Central African Republic,North Brendaport,03292,2003-10-08 10:03:47,6789031106,"('XPF', 'CFP franc')",55.55555555555556
Kristina Bowman,jeremy37@gmail.com,"1812 Roy Fields
East John, NJ 87578",Hong Kong,Lake Davidmouth,28542,031-06-1850,Automotive engineer,Keller Ltd,"955 Mark Fords
East Angelaville, WY 15267",Kiribati,Hollowayhaven,69289,2017-02-14 12:19:59,001-777-425-3559x3408,"('PKR', 'Pakistani rupee')",14.705882352941176
John Johnston,mcarlson@hotmail.com,"26617 Christopher Stream
Port Kenneth, SD 77921",Angola,South Kathleen,74860,329-38-2153,"Surveyor, commercial/residential",Mcgee Group,"0229 Young Port Apt. 400
Armstrongtown, VA 77526",Tonga,Michaelburgh,68552,1971-09-12 14:52:06,144.683.4211,"('TND', 'Tunisian dinar')",6.172839506172839
Joseph Martin,tsullivan@gmail.com,"2972 Perez Freeway
Richardport, AZ 62086",Jersey,East Micheleberg,36836,174-56-7250,Petroleum engineer,Luna-Mejia,"Unit 4412 Box 3492
DPO AA 51478",Yemen,West Jamesbury,24492,2008-08-08 17:43:03,730-806-3123,"('IMP', 'Manx pound')",6.8493150684931505
Patrick Hernandez,wilkinsjason@hotmail.com,"223 Hill Points
Loriside, DE 79528",South Africa,Lake Williamtown,16859,342-04-6123,"Surveyor, building",Adams LLC,"USCGC Riddle
FPO AA 80963",Trinidad and Tobago,North Ashleyside,91809,1980-01-20 18:38:25,664-123-1548,"('BRL', 'Brazilian real')",5.2631578947368425
Samuel Nguyen,wkhan@murphy.biz,"5690 Melissa Ridges
Lake Alexport, IL 73985",Palestinian Territory,Williamston,61200,576-30-1051,Chief Marketing Officer,Hernandez-Roberts,"695 David Ville
Maldonadofurt, AL 09726",Holy See (Vatican City State),East Adrian,72312,1999-12-03 01:49:35,+1-793-087-2915x72805,"('ILS', 'Israeli new shekel')",5.434782608695652
Kathryn Hutchinson,davidwood@gmail.com,"2217 Hardin Vista
West Sarahshire, NY 21228",Sierra Leone,Greenfort,09428,228-45-0557,Environmental education officer,Warner-Reeves,"411 Phillip Roads Suite 948
Williamsonmouth, AR 80858",Kuwait,Lake Christopher,45756,2012-06-11 22:49:03,001-461-390-4447x397,"('MWK', 'Malawian kwacha')",10.638297872340425
Monica Washington,jenkinsbrendan@wong-williams.net,"900 Brown Locks
South Corey, NJ 07385",Zimbabwe,East Russellburgh,41463,759-59-6528,Insurance claims handler,Ibarra PLC,"02655 James Ports Suite 164
Gregorymouth, KS 94412",Marshall Islands,Petersonburgh,11884,2003-09-17 06:50:15,468.181.9259,"('UZS', 'Uzbekistani soʻm')",10.638297872340425
Martin Conway,doyleangelica@pope-frank.com,"2000 Shawn Valleys
Gordonport, WA 99667",Lesotho,Clarkview,87208,891-63-0851,Psychiatrist,Peterson Ltd,"91766 Christian Harbor Suite 986
Kaylaport, HI 16904",Bolivia,West Sonyaville,10315,1988-12-07 21:05:54,+1-859-585-7268x90817,"('UYU', 'Uruguayan peso')",16.129032258064516
Jesse Barber,bstevenson@gmail.com,"4211 Terry Ramp Suite 430
New Markport, GA 96783",Venezuela,Sharonborough,76770,077-88-8368,"Librarian, academic","Wagner, Anderson and Ward","2439 Lee Crossroad Apt. 860
Port Manuelville, UT 66358",Congo,Lake Monicamouth,91203,2015-10-22 15:01:01,001-149-294-7452x7070,"('ZAR', 'South African rand')",45.45454545454545
Linda Davis,marilyn43@gmail.com,"9853 Dakota Key Apt. 314
Lake Larryberg, ME 13977",Cote d'Ivoire,Parsonsland,95166,441-05-9677,Accounting technician,Farrell and Sons,"213 Arroyo Point
Mooreland, MN 19605",Bahrain,Julieton,84580,1983-05-01 05:13:31,554.170.0970,"('GMD', 'Gambian dalasi')",21.73913043478261
Christopher Holmes,jberry@nelson.org,"44111 Emily Wells Suite 362
East Jamesside, NY 26071",Congo,New Jenniferchester,11725,408-14-4702,Dealer,Jones PLC,"50232 Krystal Course Apt. 675
East Luis, OH 90697",Botswana,Perkinsmouth,21990,1980-08-06 17:22:50,+1-529-925-9864x63543,"('GEL', 'Georgian lari')",5.0
Samuel Davis,rhebert@boone-gonzales.com,"7152 Autumn Bypass
Schroederside, IA 88908",Seychelles,Donnashire,56638,651-64-1082,Building services engineer,Turner PLC,"USCGC Anderson
FPO AE 30807",Nigeria,Robertsonchester,93865,1998-04-25 18:12:19,+1-228-346-5141x96487,"('KZT', 'Kazakhstani tenge')",7.462686567164179
Jason Jimenez,douglasjoshua@buckley-wright.com,"0548 Ruiz Mews Suite 145
Katelynton, MO 27247",Haiti,Port Michaelport,21098,122-68-2391,"Nurse, adult","Turner, Fox and Mills","452 Linda Hill
West Nicholas, DE 73161",Botswana,South Alexishaven,96842,2009-02-05 19:50:30,+1-516-634-7206x444,"('XOF', 'West African CFA franc')",13.157894736842104
Vanessa Schaefer,dixonkathleen@peterson-webb.com,"223 Jeffrey Corner Suite 977
Bryanbury, MI 69577",Norfolk Island,Keithmouth,34429,087-99-9504,Automotive engineer,Sims-Duran,"125 Huffman Pike Suite 177
Port Michael, DE 12349",Brazil,Juarezland,92492,2006-12-04 12:07:03,6314208481,"('MRO', 'Mauritanian ouguiya')",71.42857142857143
Donna Davenport,hendersonmichelle@burnett.com,"89074 Hill Field Suite 226
Port Katie, MS 13710",Norway,Savannahfort,17401,718-78-8221,Public relations officer,Osborne-Bauer,"2539 Bryant Route
Richardshire, MS 17339",Germany,Lake Matthew,40053,1981-10-15 23:16:43,936-240-1845x097,"('XOF', 'West African CFA franc')",20.0
Wendy Dickson,wgreen@palmer.biz,"238 Soto Pines Suite 309
Loriland, AR 71711",Tanzania,East Karen,63538,814-33-1257,Lobbyist,"Padilla, Baker and Snyder","510 Elizabeth Neck Suite 235
Port Michelle, MT 45294",Barbados,Taylormouth,06448,1974-06-01 12:15:57,924-986-3242x0939,"('ILS', 'Israeli new shekel')",5.376344086021505
Candice Davila,emartinez@hotmail.com,"9992 Rios Viaduct Apt. 836
Emilyberg, DC 96665",Isle of Man,Lake Lisafort,38436,756-98-5615,Tourist information centre manager,Allen Inc,"48885 Sarah Mountains
North Davidview, MO 40521",Burkina Faso,Port Toniport,19570,1999-07-01 09:38:23,(774)316-4685x3807,"('MXN', 'Mexican peso')",29.41176470588235
Timothy White,shawnjohnson@porter.com,"64578 Valencia Vista
Taylorstad, IA 67663",Iran,Torresville,48243,263-99-0966,Chief Technology Officer,"Holmes, Gonzales and Smith","9863 Zachary Station Suite 746
New Frankfurt, TX 02469",Spain,Katherinehaven,78527,1998-12-02 03:23:16,+1-684-509-6294,"('SOS', 'Somali shilling')",7.142857142857143
Kari Grant,nicole06@miller.biz,"3496 Osborne Cliffs
East Donnahaven, NM 15329",Iran,South Nathanfurt,97502,759-71-3018,"Biochemist, clinical",Gregory-Davidson,"3450 Porter Brook
North Tinashire, IA 34831",Suriname,Brittanyport,54865,1997-02-25 13:34:28,+1-614-915-9775x5512,"('KRW', 'Western Krahn language')",7.142857142857143
Edwin Jones,belltyler@townsend-bird.com,"395 Michelle Stream
Jasonfurt, MO 83436",Kenya,Griffinberg,35830,012-35-2713,Art gallery manager,"Hamilton, Palmer and Moreno","34010 Donna View Apt. 091
Kramerland, LA 09070",Northern Mariana Islands,Diazchester,88041,1991-03-01 15:41:47,380.787.1959x477,"('SBD', 'Solomon Islands dollar')",9.433962264150944
